msno,city,bd,gender,registered_via,registration_init_time
GRrkdnSYBv7nUayotBfQuEazaL0M97NOHJIkAf3yr0s=,1,0,,7,20161108
ubV4gnVI5qVzuBbHGesr8HhlK9VK4PIDWda/AM8c4YQ=,1,0,,7,20161110
EIg5RT+Ur9oJoSG0MiVKWosHibI9BOqLHo3/u/QGQxs=,1,0,,7,20160328
6uXdJrjJMJccMB6kqjZbwpoilKyYnhEZBpnWOd94Tkg=,22,19,male,7,20160330
xEviOjxvabzd8btxRshobIJuYo7VDZqBT66fE4BEPK8=,5,25,male,9,20150131
DETgA76mrjZ9m/SQuimf73IHxs/eiMsJNOrbo0+j54E=,15,27,,9,20160506
oJ1KLVdYA2xyj1OlFAiwDH4Y0M3hlqTNaBd9bTzYj7M=,1,25,female,4,20160510
rDKtMsU48zwVhnprWPCwhycIrngday/sW3MV1Ggt5Go=,10,27,male,7,20120112
QlpJrBsBsPmftr0Vgd0tZisZCYG4RXJAxputGH/vY3I=,1,0,,7,20111222
P+sHF/e01oPHutAQJzViLpOYNUilmFf0OYOlgVcBKOI=,1,0,,7,20151003
r43QI+HPCcTyJtbcOvhUc3M1s4RQQop3Jkrp1WoIk84=,1,0,,7,20151012
U9+qMiYLio62WSi9FcasV1ERd9eWaRjwnMqhPCLGkVE=,15,22,female,9,20141103
Oioy1DrddWhgtjP08Ur7P4P92Xw8bpJyxxPH/r36DgA=,1,0,,13,20170125
n/tTUgOFKB3b78v7vVDd8r7aZ+IDuDzuzNVywO61tdY=,1,0,,7,20170206
2qNMORvF/leWpfpf559Fwel9d7iCM0peCAeEQ4mKUog=,1,0,,7,20161218
tv8XkznP8+JBchtQjXs/3rLV4hmLTMvpSQoWy7ZiRgY=,1,0,,7,20170108
qGtvwTrdQI3OwCvMsW5Lu83mO5mRRXnrg6ZcQKEpIoM=,5,30,male,3,20141002
UnO+QgB0ygjAE4jMz8P8VGNmaQjzciIJUmYEBWHoWrw=,1,0,,7,20160715
waItSixhn6BAEzlBkohziuw+Ox1Rp6gP9/RsUPdmtqw=,1,0,,7,20160728
1sDV24xjJRoZqoLWErZ9qBNAADGr26hwo4Lop8xlQdI=,1,0,,7,20150718
ppVugvECvAMwDlF3xTITG5hXkr9OGBvec55+a++nRlE=,1,0,,7,20150719
BmyuGkfpxwG0G92ch+rW4HwQ6BHbSyUdJyXBAteQqgo=,5,25,male,3,20150724
eq2+6bfEW8IPXfaA3Me8pcsRUBrBg7H7YaCD/xAO9zo=,1,0,,7,20170204
hV48BCjLYbMzSJyiSOzR0NRnedolZYVr90gjM3oFY2I=,6,31,,9,20141114
WAriQlu+EUQPldhRpahx3G46/SXKvnFAkCvzfXVO5Ag=,1,0,,7,20141215
m1VvFhPX5Tm+JQvmV4J3VlHaX6FwlBDDcg3+PqAIzJA=,15,35,female,9,20091007
yfGL+R5WFkvW8KoHCYoJrIPQz1qlRYmckeUiJSI2jFM=,21,26,male,7,20150821
nEIKjyWX9uOG4DxoJogpRGJQbebmDr0F0uRhp5XF618=,1,0,,7,20151211
famZVxaiKhEXvNW2vqWc70t662jNEcOf7vyBWyDGeCQ=,15,23,male,3,20151212
eemc+bww/ioxnGfHuYIgs4D84rxR67/jIsiJzHcYDy0=,22,31,female,9,20050412
G0Zm7iMqkuDJ/RrDFomppUmGkTs2Pr9T8onz8DxZ0yI=,15,28,female,9,20050604
lFaoRYBoXB2vPohitWUS8lpvK9TrqBHhaqQmiwKbib8=,1,0,female,3,20141212
MzNFeyMTF72CYmkjxYfXR/qaHgwIfAeYXtiUCbaZvbM=,1,0,,7,20160410
ZrO4WnwsU3gb1/HIb5JWG4jKjaOAMHgfgRWtCIL81cE=,1,0,,7,20170125
rEbkD8SxqY3sbKLQDg7EXLuQMcBbXYmq9hzWSZChnEs=,1,0,,7,20170218
yYP7j84ulsr2++u4pthlXXB6KwrTaR/8OmjT9W71nL4=,1,30,female,4,20151022
kU6p8uVDUl5qj3JW/HPtn1wqAj8J+5M/QaDSw2uqj4c=,22,18,female,9,20130208
PycsVwCmQ44OQjx0/nEEkZyBcIxBtbH7BSg2kONeRkE=,5,46,female,7,20130403
tAY0Yz3NRUmAOjl5P6YFBR4UUsH4wyM8nT7ijeZAwZg=,13,21,male,3,20130925
NzK0VE2mdluB6OhqOo81JfxXHpsvXKiLk+UhtIzvr8k=,15,24,male,3,20151117
2yRn8Mhbv1rQnK1sPU0w82W1qIp9egQoXXmeDc00W+A=,12,23,male,9,20151127
JM/OUCpBSmbWj3Ex3ZrxrqgDRVoqY2ULbOghUuSq1Zs=,11,30,male,3,20150102
0rDBUzRFkriLSKVPb57kb6hofXKi02tACKQd8RnVsjk=,22,27,male,9,20150808
lFYy5REwB7JqcCAtAPPuUylLEfvhb0oLo9zFxBz6J54=,6,0,,9,20140305
9qJi0fyw/+pN7feqXxoho3JgneP8npU51/ntau0J8ys=,22,0,female,4,20160320
gV1KBTWzlfvckWX/Zug6tYkiihZZ075bw+7iLlHey1Y=,1,0,,7,20150704
EhjMihz9GbWGTZNf1wJkttTDfRNpwW65Iq7lkhLsvLU=,1,0,,7,20130527
gDmTD0gksDUu2APTqiRQ6eioNw359Cl0+Xt79fpJzw8=,1,0,,7,20150812
7bI/bYI3S0Z5FcuZzUDkE3l4qgaeZEAZjpZ5HILdYNo=,1,0,,7,20150815
bwnmMSdlGyM6nfD/q36uG9YqG2L4MPjra75HCci+rdc=,1,0,,7,20120324
EdBLKb+uOqkVSh1MxRPl8g7jh+S7R3E4Hf0KpT5cn+U=,6,22,female,9,20120405
tC9h0w0IPlsXihb/9FT5uesrO37rNDPK29I1fwAEcy4=,1,0,female,7,20120504
IWon3bNhjtHxtDBCyG1oYkZjZcAB5cfufvb0nF29iBk=,6,28,male,3,20120726
dTBLMuE6XX+tJlZmHKvLb9jqPhZ07P48RvX/vnnA3M0=,14,36,,7,20120203
zy0JJ7c+dUzSBy2stuvxay2tkOJDZB9orlpAontVrhM=,1,0,,7,20110803
GG00iXgXlLO6tJILe1gvfGkzQXcRNXJuw+lj/J4fpSo=,5,29,male,9,20141006
+jHJexgUOk9WiZnxTTWhayXlhj7RVQhwqTkSEAtIuSc=,6,23,female,3,20150210
PPpUcXJkPh15GwQUnohtElpnuY0VwDpHaeEC7rzoTvs=,1,0,,7,20170310
WyrzXutdFKvG7Q3AQg+RWclKb5FwSaiAQcTG0AchBeE=,15,31,female,9,20060529
t/egoFlf5JA16vndYjn54GoMGLjd/9n5IVaZlMLyP1c=,14,27,female,9,20060628
CN8R3D1vkzc29awccW/P0XvU7MSVTkUcWDBnjMLc1Hs=,22,36,male,9,20061018
Xpx19DjO00ygJD9xKjOxRORqJ2cFRLkE4KnpgYvX3PU=,1,0,,7,20130718
d0kpmd8RcqSeJx4j8XC3Jh0c6oALUgH3ur7SXMUFysE=,4,22,male,7,20150708
DIEsMVd+wYC4+5cPMyWQvFusYMLRbf0nONk0xBdU9hw=,22,22,female,7,20150719
XcRqKQNq3M+1+jsA+nsp84+/dNH1Fhhvdwlr4Sv+3Ew=,1,0,,7,20160529
4Ds8ZvNIkdsHDCNwqYAMUh+4s5266ChAqzBcVasfEjs=,22,21,female,9,20110413
LL2l2Ab4H+WbDw7iTf40S13Qwit+oMlc8f061WPTrvU=,13,0,,9,20141105
iItHG9fj7+n//10gmgEAxtSALTu1NCHvXbHsDWWqfTA=,1,0,,7,20160108
DTxpHACDSKJxSqyM6eXBNxd6ksXfnfUL/YRUZA0Bgug=,13,20,female,7,20160109
n5+ic02E5h45oKrv0/+20779tIjfEwWx1F+zmZ5OmRY=,1,0,,7,20160110
aTSxYoDRQMH+5JThSzN2JsBzxVzU5ZBrpiWKMo9Kgb0=,22,25,male,3,20160123
/ScQqblb1NxfMgNmJAmjqhbA7UR8ZU9AsYCARdrOjzc=,13,52,female,9,20080327
4z8S33gWIX7MSsQ+XlJJfUtvFuKxCc2ClmyLjg4USWc=,14,21,male,9,20080619
Kw4rU4sRPDet+ubk/NH4zQo6G0Y2ae7ufOASczErbgI=,5,0,,9,20111010
g0WeMEx5R/Y+GVxi5fImP0Xn69fDFJWZgHWCiz+9fp4=,1,0,,7,20141021
BsswRTL2Up41CuTJwzlSjMKjSTj6flfYSyD38elYnOM=,21,27,female,9,20060302
sL1TvgeKbX+n1Wl9p39cUgLKw7XL3sryqAMU6WgVEQE=,4,31,male,7,20111110
8OECmuk9lA1ZZC8w0zcIrb9jRPGTVfJofeZBW7mcjRU=,22,44,male,9,20110922
mruhyIZTWVyqsWWcvr8F4Cko0JP+6N6UPWFmmzJ67EM=,4,21,female,4,20160809
e1yAYBj75vzux9FiXEjOO8lwAK5aD5E0fMZ/L/997Y4=,1,104,female,4,20160824
yg1TXojW3geoAMFgY21x2kJgeL0s0Yw+J57VjBR03eY=,1,19,male,3,20111231
52VsMWWDZ4A+3jRgHkxMsm/bn0a+ag7mL7nBih8WEEg=,1,0,,7,20120109
1QhdlYHrcdWMmN/EY3zdHJSwWKOLzu+/XNgy0tt42No=,14,41,male,7,20120113
joZvzWxwZcaF3+3hUUIPhn0TZuSLkhtaRLs8sHGxZ2c=,1,0,,7,20160921
xrPAz+y+7yERSiOBfinuVLKdSD5zNOD46ybMDxA2kCM=,13,18,female,7,20160718
KMG/QY4imzS8+UbH1WSOgagIzNtYFT+L4k+CWtfNARU=,4,26,male,9,20160721
W+PZV8R6jVISlzPSr5N46rMw/uEnIHracJIr6IOmcaY=,1,0,,7,20160729
wBqbboFbXt+Hgi/FPgoMuJp/97uG7rFQ65iF05fNUrs=,1,0,,7,20160804
njz8kd2/fPDPGLAJSrLbRM6WencFaLK2vUhwWPIjdi0=,1,0,,7,20161106
YktyA04Ae3bKklHwizDZhh21I6LZK1/frRm3pmVocEI=,1,0,,7,20161108
1+t4yA54Tk2Fiw84iAkXlvIU/DcbtogNiDDZ6Ub0oks=,1,0,,7,20130726
tpcmxXn4ixDrkWaF/LFnXasoSwSs35l9wU1g/27E4pg=,1,0,,7,20130809
pt5EycKinbe5ri6K5p/hFSghKtOtuVb1VnYSwphOig4=,1,0,,3,20130919
NQixeDEM1XtxaNOdP1BZYNmYWdNGFiU4B9rnt0xB6o8=,1,0,,7,20120502
JeeF3OoAWSIzxf9r/M48WCDAQuEGDtsuj2EHaUSDIUA=,13,19,male,3,20120813
VlReN+RlFzc34gPxy4uVD5OzEjjNF31KhFoHZg0UsrY=,13,0,,7,20110706
zIt/8emFqPlul3Lq+91zkcxWFdADoEaprh6mTP8Np2c=,5,30,male,7,20110724
a3YJ8GdXyfPlqL5Y9zFBp62njTLAk6yz0c67mbFVquE=,1,0,,7,20110809
1pj7JnoUuCX5Sm9URvfUMO51S8VKnqr6y2DjeBkQaok=,13,38,male,7,20100413
OAxCQCH9TLDVbYJCxnTfnVdfhZZjl5rX3lKfh1/6FsA=,14,47,female,9,20090426
Z21W9t0XJXUIQUo49MoJ2znjjwgoJcYMV/zlBaxeTIs=,11,24,male,9,20090828
oPBaSsCpm2BcQNSa1PkCYV8zx+4I/q6ajCHm1nxzGPs=,15,41,male,9,20090919
jPj7NgmLGA6gI2kfxqdSyo2z55IuOPt9J4wurnHWRLA=,1,0,,7,20120515
Gz1bAIN0aY6/cx6G3tw1EEmVi1swmZ5gPWjTVjc/lrI=,15,24,female,3,20120802
BKbPyDQyeQHk1hx+hOfFD0tu7u742lvhEobGIwvoHUM=,1,0,,7,20161126
bJ/jnRlAtJBp4kCRcWfZJ8rHczZ1awTGaRTDVTSJQuY=,14,25,female,4,20160405
MerlQje9k+IUE3HNNpDUueOZVN66ICEPj9Cm92Krh68=,1,0,,7,20151028
2tinTKey+IOm4O7wq/VpXX5QFu5ur0SsjyjQghNpXzU=,1,0,,7,20151030
iquqLtE6etszlRQpLHLTNndhYidNtTm2Ib2EZjwDZzM=,1,0,,7,20151103
q06+QvlvmJsinV0Wgq2gnQghxfcaXB6Qf78dD9t0AIc=,5,32,female,7,20151108
taC17abwEstnusakAjK7Y2cGZEHId0iSbISCuaR4TXc=,4,24,female,9,20120429
bFlYD2qIsHGGUN7dDLfGLs4Ea4QEH/roCR3QLgUkvkA=,18,17,female,3,20120621
N6eryGeycSpncaSwRp3nsQBtYolPx0kiSlShYNX/KIw=,5,25,female,3,20120703
5xSFn05PLA1bFgz5FwU0Dw3QT3nHk/N/ExFz80pzwVM=,1,0,,9,20150315
HzuvCun88GvPnEVKsda6uHLxpuPv3Nmj87MOqnfYULw=,13,0,,9,20150320
EEr7PwA2RfBRcdmFh7TtP+kFEg9Tnhqodf3hqDaOcsc=,13,54,female,9,20050519
3W7R0XIb32OMlh4AaotZpUddqSr4DO7jK7UkBCDuA30=,1,22,male,3,20140810
Crf780sn2HPBTZRz8CcQ5YB1TqZR8smsfUauzCWzXFM=,21,39,male,9,20051009
dToRBrRIxsakgqe8l4mPrVAfCxtzXexZEN9twDPrQWs=,18,35,male,9,20060220
Ez/iaz3J9UXel4H1GMaRRGE2DYQlkshNohxmA5RpeEA=,1,0,,7,20140814
n9qZT+fthPcURH6T6w4KKDkCboAg7yWdWun28i06BYM=,1,0,,7,20170118
bjiA3N44MJ5ocMovJE3+hdIILpBePCYXwREUhdehqQI=,1,0,,7,20170123
LB10edZlRzOdNwOVj0reAn2KJ1JQqY+HohH3EbHWwIU=,1,0,,7,20151116
lCm3OS67YqBuMl+lUViA92LctStYF9Jbw5v8mOAMjXE=,1,0,,7,20151118
0qYRb7qPxLlgFZouHzdotf83laHcJZXq2r586rKWQ6I=,13,33,female,9,20040330
Aq/joFJm1GE5QQ4okhDLZnvM3L4ggC5TLnJzfkgf1Ok=,22,31,female,9,20050227
LkyJ4+Xx8yKaSkpt75zjbYD2J8aST6gaIR1omDARawc=,1,0,,7,20130408
HIcAefAEQE3F1RTAzbZO5jXiCaO6lXAvdcTiCn4P2Nc=,22,0,,9,20130906
We1+UsIU/ZR4DAdnaWwm9k4hnG6qpK+c1Rwo9BLXcQ0=,1,0,,7,20161224
hQwq7eWLh04U+RsQHg0UfHD+06LLqUrOTgune6vwEk4=,1,0,,9,20161229
Cfap9V1HdbBEnSgy/gMA2HcG6ve9gerZpTA2JJy5Kzw=,1,0,,4,20170113
2/9UWVQKxNHEDOSP2EsdE9Buh7xuX1qfgCk/gCTohu8=,22,0,female,9,20170205
Nz3+/Iisf99946xzOBrS7FXa/f4QRPBCGDvYKLpVa7E=,1,0,,7,20111014
x7a23IU4MzMdC1a83kaUDsG/607DOTV91U0IFSgqVvA=,13,37,female,9,20111020
o77+u1Pn9eHjNLJLTDZNqqcQyaPCv5epdPP6zNThcqg=,1,0,,7,20160409
fntRsXAPJhmNqhXvN2JxfhtX7Q305kt9i4A1LuVCnd4=,1,0,,7,20161112
8YSxBiwVU8pOKJfEHme3Jp9048xwDPbYHsviRkX3zow=,13,0,,3,20130803
uhGP9foBB+BLzpXDIhsEuNc4zua//0Indo6Eic5qwzs=,1,0,,7,20160802
i5wwioiEWW5T6ejQk4jtb2BOcA2Orzw3tz6aBnbt/hM=,1,0,,7,20140918
psJezxU6BU3UJmaSIA270DdU11KscC/66o4ml6IGH2U=,5,27,female,7,20110714
tuVLTw2Mk9H/YJXEu7daoBJpeVLDzuj8Waqq6RXZhZY=,15,22,male,7,20110721
C7om8aqOl6NAlkP7MRauG7Ek3PIpIEveLuBbqD1J6rQ=,13,28,female,3,20161227
Hng8XFIfiHiJJI1SX5n6RkspVTNMgt5cJLH/FIe0/nc=,1,0,,4,20170109
rplC3/6h7NzrxgrGJSbaopskp+pf8J/l3Fjh4wYvWuw=,1,0,,7,20140216
lefsy5RjLeZrJwD3jj1ci2WK+yMyK7N4AhvBWp9+OTw=,6,21,male,3,20140221
5fErmkW9FBSnnyfWt/6evIe0S1BbF7IDkRoVYRLD3P4=,14,35,female,7,20160628
b+RnA19SLXml26vZIrAsfGZ8ojlu7Bm1UvXq0sM8oPw=,22,18,female,7,20161208
znJSXwEJM781VW+S7FwXpEuk83zXQHo2oIYAVPetiHQ=,1,0,,7,20161209
o3AxYJ3g/swo43G0DjzAU7qV2/XuIwektjuDxDtO12k=,1,0,,7,20150805
OvBEKwGLFIwCKo7ZDjPnVqox2orFTokXGYgMbHZhTvU=,1,0,,7,20170212
iiWBQAWdJIXYgjplpY51EZuyNeeiXDKBi2G1Wb+P3pM=,1,0,,7,20151118
V4CQLkNEwQAlQKmW1dWF6BM4j4mfCBbxWc6H7uZKV34=,5,26,male,9,20090510
d0ud/4/XaqEkHq+90DENFb5ltjUkCi0Y3hSs6RlF+CI=,14,47,male,9,20090914
1OzC8JRucR7YU3TdPGroBwCCewLsWejarqF7Kdox+Ho=,18,33,male,4,20160819
iA3Ev9Rip5Js8aor+1rzMyFZCjJQNJxadGLQVxl3d0I=,17,28,male,9,20071102
EaInK4r1NE0qO++4nINjdbTLfbAdeRrBM68Mbt3qcVk=,5,40,female,9,20080117
HbLL5qCQpilgH+gB7zAcJyW+PzWgxP8CiNz8WVTgfkI=,15,28,female,9,20080205
u7rWFg84DcFJua2FRiwJSe8yKIJpl70VBIt7lRFih0I=,22,26,female,7,20120929
r0OZlPAWB1SgYpWBW4GDJJuaN/9JQwCTlwsWjUfBwG4=,1,0,female,7,20121028
fmubqNgJ5hx4AsCuk57zOHL4T5k4kUWK2hS2nI/BgyQ=,1,0,,7,20150304
KyuXxU+TLJOzlTgD2wlv+T4EUgmWJ/+/f0JNguFxi6I=,12,34,male,9,20070426
mu0PSLTR7efy4jel0oyHyl3LWyJiosJcYDfbAjth5ys=,1,0,,9,20120314
iwNTU2GnOYKn7gFWfrq8UUvLpIW5SUhPzEoJCqcZTXs=,14,37,male,9,20120319
OxE2GrcEtZf7ixgMnbtwpzOg5qU6gsIesmqZanb59LI=,1,0,,7,20110110
TYQzz1V2KO6pgnCNHcfnL6Dk4tuU/EistWelJixNTT4=,5,27,female,9,20110116
+QKRyMyc+u5EMXERuioawcOnGqUtStv70z+Y6fM7tKo=,6,17,male,4,20170107
goMsRqOn6spGlE96uIW7xu1BvQ31Nec4sLEHVhkmluo=,1,0,,7,20170112
eemOdeOVjuY1qzUOvJMOGaZLCbfiD5i+ktlFY4rNiS0=,22,27,female,9,20110220
sRzdOfLzZ7CFgiXgCBilKhaH7qaR/+FzUWRG+hAzY+g=,1,0,,7,20110222
hKYjtXb/Cti2SSDnPwzitbcP3mGbh5VNebijh8JYbhw=,1,0,,7,20110320
fu1IWRJFXsGN6CzsCM1UH9HJR/gDzAkOtSNnhva4ZXM=,1,0,,7,20161017
pAYL0VkOtOxVc1e5HhMQugY5e8NzX6L1fEtuR+FU5fM=,5,27,male,9,20150107
70zufXW2ioiyyRJ4gx6wxXsYhVZeVDfzq25865ptFDo=,1,0,,7,20151006
xbvSmU0NIhTo63U1Uv07I2fxDTqOIntUoTru6Lr61mc=,1,0,,7,20151208
fUgVeGJScO4ro9xdQA46d3K582QfC69KljgUJfjVZtk=,1,0,,7,20160505
ZRiv8Q8egxtwJ2uIZEHNlwlIwd+2kkQl94A3Q2o/7CE=,1,0,,7,20160525
ZbH0TvIA3K24f4Az8hzpH/Bw3BdfBdaHb4GW9I/sqyU=,1,0,,7,20160604
DLh8At2bIiRStFed54Ai4INiK8rd/b4Iy+6oPOcKlZI=,13,38,female,3,20141021
fN5/T+GxnLqzRL3BoPr0lYSEsr7NgMLJ+yEf+Wrvo8I=,15,33,female,7,20141023
Lp4apqrWwQquCKh71UsDshXMcd6b3HQrOhKRNL3xaaU=,15,22,female,9,20141023
hvn/s0QZQRL2meK5PGVmasJ8daCXh1PuI2LX8dRHkv8=,4,37,male,7,20100930
eTuDbMNvt/I3Q9Hiug+pcAtRexPAY4khFMFCNsKRagU=,13,40,female,7,20110704
EuN0i+wrdzzS3jlsiVPHd4zVRpJObJZJSolR0+K5ILQ=,1,0,,7,20150727
hqBEN/rODeuSrd1SD9nqkgb12N2zB6vKbN3Jc1FXH+c=,1,0,,4,20160717
t4DYbvQ8xXP0lMgaqQD1sSPJDj0fWVdeIFz0sY0rDRQ=,1,0,,7,20140730
4hb36xfwVecsLIQrWkwq5d193tLuj4vW9c41OGIRawg=,5,39,male,9,20070804
IqzbpNlodyAdOMJVkrvl5umdRxrrjlw0TS/j8F075a0=,1,0,,7,20151109
NwGUgeOhvGpoE0a8W5LN8hCaXurPbwobR8praRIEHO4=,9,0,,9,20151121
O+asFvh8aFhHvcsb0Ods4NIuFl741dtfM0cK1Gv3vIY=,1,0,,7,20151216
P2B6zYs78qgCYMarN1LwTAw5ZXWz2hx3efS+FRCc2ts=,1,0,,7,20160311
OcPOZq8Ww4p3ySESe4WRn6xxspWSqgBjGV1I6DGgI84=,4,27,male,4,20160313
CIOxjGYBtDLl0fjTBLTmoU9s5qeu2/EsYVH9Ebgu8i8=,13,33,male,9,20070328
1FihhZ9Q2hv8YDkJi4SjS98oq/fcdGisd2j8PEEJOII=,1,0,,7,20160110
c6lpstrWPw/YTo+zQTtGUAF19v0roF2a980495jb8JA=,22,24,male,3,20130507
TOdjR5cmWrQR7/jPKl2AxvfCdu0e+qivP9hDrPnHRxc=,1,29,female,3,20150818
96X30+rtgK8yxgO0ydL82YXNgH7ANz19IokU/jXAhgU=,14,35,male,3,20150819
7iHuwWgETI+uQ21FePHg2bR93TSmWO2o135slX7Bhx8=,5,32,male,9,20081014
T23HHN7sol+99iNtFlgL0SGhNZ/2SVaDL2OoUo9hZVA=,15,53,male,9,20090209
niBJHitJ4QSuJwIgZJWFgeh2g83kgrDV8Dpq9hAfsL0=,1,0,,7,20130206
Q9+MqdFaTeoW6ggi1k5pphtVXOoNkOCGRyTv/wOCt8E=,5,40,female,7,20140228
xPYIZvA6ARGU8KAVvLwwjt6fvM+4vm73nIg62Agpj6w=,1,0,,7,20160222
/6JEHnfbMXWBC6YkCKEx7E7kshrolzcDFw2T5vSyJzk=,5,47,,4,20160304
wPcZLhqtoSeYORun+cFNnVFwd+T2sx3z0Mj7xPqvSu4=,1,0,,7,20160116
oUx1xpRjWVcI55Qhc5v7zIxjWvk+59biTKi9hG1HS4o=,1,0,,7,20160118
coVQ3Uo9+pNIdGQgw6tG9nuwQ50gAK/dRLxNtGe52Oo=,1,0,,7,20160802
ASAHEvtWjcUcaoD4atIn1dtYPA1SXbIBjs5543uIQY4=,5,24,male,7,20160326
BRS3HoBdaBaIuypjI7Olimk+8jqjQaAuAtUaxlvnMno=,6,22,female,9,20111007
G6tkSUTWseVxUlu+Z2PK5/ruqNY/qmYCBA5aU8YH8Hc=,1,0,,7,20140323
j9ONoe9YiPW/YngBrdib2V5KbdPmwbnZsB8Xad+GayY=,1,0,,3,20140326
BSqrzanLc4EPhz7dWvG3heUQR8fB3ChBi7RPm84pdao=,15,27,,9,20111007
0E1rVEQhMtTdLREAgGa4C4zJ7+AWy+2dRjbbnDoth/8=,1,0,,7,20161211
VrVmoVEI1Bvf6+VIdLoNoZ4stcOWO7sWxA736X/4Z3Q=,1,0,,4,20161213
Vj4mT0/KExnwthsuUAWv0F62/9s5WJYe2FGVgt1XreI=,1,0,,7,20161217
l6wXF9TJ3ZgK2EoRgO3cKh7DbN9Z9ZGoyhF3IyBByJU=,9,25,female,9,20111108
udKDnlJeVDWM5Wa7QPyHN9N+64AyWuDqMjs9LKkmd0c=,1,0,,7,20111205
G2gLILg8oEJDOmAxCaZs9VvXgww+ahPkdjU5ci+EbT0=,1,0,,7,20111207
lq2tsW92N2qJ6kcbrtdcD99kVPdJHNLOsu9U0tSgQ2U=,1,0,,7,20111227
dbwMoGIIK08szYbF+6bqE4hgo9/YJMhOCPhsmgFYSgA=,1,0,,7,20120406
wJr8jIYoUAIT37Ds7NO7EES4ocdVIX8z5hB608vAlbY=,1,0,,7,20120501
yv62l1ngVGbG8QeD7aa+2Eaa1YhyzZoZhXfshGjw8Vg=,1,0,,7,20120523
JaHs7g+vjbscegfWP4tz8hbUCUeDlU+0O0nQwgeniz8=,1,0,,7,20111208
bm/hEYRKUpgZtumJ8ByPcKzwj4BmSaO0p1osSe48I0I=,7,23,male,9,20150526
87WPS2ATjtnN3J23YB9byQWWgRvTB4xe087jlNZc59k=,9,26,male,3,20120124
D5W7A9m42JtRb3MC4Cg1FC5+x5bHJ+m24jySTXARXr8=,21,38,male,7,20120214
zkfs177pcpO3YWUoXfpPMx3nC/2WKutWctHHzItTlKs=,15,32,male,9,20120227
JptD3XtB01xLgPzdxB+dZB+BHWEQOfcrr6XdxztcxOE=,6,62,male,9,20120318
xKVELfi7rifNbkaZL8W52mvwbIFUnGl0mKUkCwBm6wM=,1,0,,4,20160318
2DlPMHRLjdX2BfN/L0PGl0yikzfDqQTMW0eo6Uh9Et4=,5,0,,9,20150127
+T8DKhYLPHfaSS1Cnj4ldap/y473hlEv9C9rhQ417ZQ=,15,37,male,3,20141126
3swljLrhEpZcdc4jcBTvBenQK969jI0DTNxhwXAD4Hg=,13,25,male,7,20120911
S7ZOK+RjJ6Zku6q9YO6ua/12ldfwJmI8fOSdIQFU2lI=,14,30,male,7,20121221
PQdoY4gw1xKkMlV5D6cKwtC3jdk3nPeGwKqOYiu5bzw=,4,23,male,3,20121223
azdIdv0r3e0IVncdCKxvQs6QajoDAryr+irq4OhQx1U=,1,0,,7,20130112
C0zVUSSqaF3KXmpz//uaGj+l3ze6Kk7+WEFg/471zyk=,1,0,,7,20130113
ZGHXFzEqA4bz7+AZeD2SNFxLWA4WeKAUgWhj300gk7c=,1,0,,9,20160705
s5uB/qHLl3KtrL9Wdt/1sFjsN0D9h6oQFEgSQf7Q9w8=,1,0,,7,20160707
w4soMe5nAqKxUS7i7FXzE+hn0vbaFBIzFvXk2zpx4yI=,5,38,female,9,20060725
3koAXA9EuNoPkmQc2cNZuGH0jo4cabRvW1KxY4na104=,13,33,male,9,20070307
xRi0BbACg3REH1A6T1VJxYZg6zc3al6egLQ2W8pdlEc=,6,20,male,4,20151108
UckiEYAXX79lx3HPWd+6b4dXpkFG/uQJZar+tXEAhXw=,15,25,male,3,20120215
3D7KZIa6AqDYFrqb+Xdnajh/JSo8Q1dmZH7GrFBB2vk=,4,0,male,7,20120311
NiDYGCF5cyBNOXU1Tcqb7pL4abObfw/io2cGi0fDr1o=,5,30,female,9,20090824
Zu0ZHtA9MEDw/E1JnpaPsNXwFglD2s14fVr81YSF8is=,5,34,female,9,20040327
cFe1MZN7T6if37xBuk+RKAMr69uw7ymTL9H/1r3akGw=,3,0,female,9,20051116
Ee/JDH82YCDZTy/keZUYvvKCgX1GYc3W0s/1jHCO294=,4,27,female,9,20070218
gUy4qe3BUXP/C9BRfFUuRzlTiJlM3zgE7TGeZDGVaFw=,4,31,female,9,20070406
wV4vSbLan32vmle0NyXO1bmv2tLW25RXre9fJm6A0yQ=,1,0,,7,20150816
BWswU1b5zADuprarP1TMV2kV93wYT9G8dmZcfr9VMLs=,13,22,male,9,20140324
Q7tTWlOjcmfyqqkCAYyNXAWll9witFngTqDuiGvDQ74=,13,35,female,9,20110509
EwNV729CHI1JltSa8TwHn5fNgsrGxq0sB1ZEgrfBxZo=,1,0,,7,20140206
bmt/V+93hVBUfECqXbuuSLotQz6A3aUXZR46+2nHCCU=,1,0,,7,20160730
7Tt1r/GJJyfSTM2eLy8umoKWUMd1NlEsVY7vUPgFE28=,22,29,male,9,20120220
NcG8+XIXciJ9R27a0MCrONNb9HTPh4YwE9VTEMcA+sk=,1,0,,7,20160116
JRhkWS+Jwdx0aN0ggKeB2L5jqY1VsUvDzyad8Cg8i5Y=,1,0,,7,20150908
LTas5bGL/+WoOttvUODgpff69Y+3HL88kWUQN8qvIkI=,15,0,,7,20110724
W+sH3UtSzyzhllrNCDS/Z+y7lTja1pKnvV8VTsgAkbc=,1,0,,7,20140418
uBhP48NXJfMkY9rhuUGaqo4eUs3DGmGgYt8p+s2hUhY=,5,0,,9,20100522
