,msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel,Unnamed: 0,is_churn,city,bd,gender,registered_via,registration_init_time
11364,aGjvHg3jdYXctNOISPz4HPsgRG0M8r+1JjnGQyk9btc=,39,30,149,149,1,2017-03-31,2017-05-19,0,10361,0,13,26,female,9,2014-11-17
11365,aGjvHg3jdYXctNOISPz4HPsgRG0M8r+1JjnGQyk9btc=,39,30,149,149,1,2017-02-28,2017-04-19,0,10361,0,13,26,female,9,2014-11-17
11366,aUePbpVyWI64Y9xHfbT/oVoWt+MJXuUuWwEB9RrquxM=,34,30,149,149,1,2017-03-31,2017-04-30,0,2037,0,13,41,male,9,2007-06-08
11367,aiXe5bOFBpnEuekPBFaumUZyuaYWxZdIBEs06+XkH4o=,41,30,99,99,1,2017-03-10,2017-04-10,0,10190,0,1,0,,7,2015-12-11
11368,b23LgTW8wdC7eHpRG3WsHUqVfpaqlgl9g07cs1dia/8=,30,30,129,129,1,2017-03-17,2017-04-16,0,283,0,1,0,,4,2016-09-14
11369,eZ+fo3mdgVytXazVQ2o6S6WBRWOV2KqUiXJK3VIob7U=,31,30,149,149,1,2017-03-31,2017-04-30,0,9354,0,13,46,female,9,2014-11-25
11370,f1bV3eLXeswNT20uv4C9P7on1ZtUWYNVOboWUbPg1dE=,37,30,149,149,1,2017-03-10,2017-04-10,0,4261,0,5,36,male,9,2006-07-09
11371,fO8CGpujIhJo7pMf9IYTm2A/Tt3mxn7H10WxK7HNM+M=,38,30,149,149,0,2017-03-19,2017-04-18,0,15742,0,1,18,,9,2015-10-20
11372,hVXCisx9tEZVqsZ1cfONNm3ABNETvGtNADinuYoiNf4=,41,30,99,99,1,2017-03-31,2017-04-30,0,11772,0,1,0,,7,2016-10-29
11373,jIp56QPt+4YNDnRiw5W1a1y522VHOiDrlxwbhBOWa0Y=,41,30,99,99,1,2017-03-31,2017-04-30,0,13743,0,1,0,,7,2016-05-28
11374,kCRupnwPB5cv5y4y5MyVvnCcCNrBDH++67JVUCXWnug=,41,30,100,100,1,2017-03-12,2017-04-12,0,3394,0,1,0,,7,2017-01-13
11375,kmK3mmYCoFIqFnjbta8a4/LqX0gcnzKeVMj+fBYAjiU=,40,30,149,149,1,2017-03-06,2017-04-05,0,13044,0,5,34,male,9,2008-08-22
11376,mPni4vAGzyYGOwkPhWOtaCCBHni9RxHJBVQDDqqJSeY=,41,30,99,99,1,2017-03-11,2017-04-11,0,6173,0,18,23,male,7,2014-06-21
11377,n5kxrgD0bQsXZi5fpH/bpbqh29XQIu4gyJqhvqI4HJA=,39,30,149,149,1,2017-02-28,2017-04-10,0,10127,0,22,27,male,3,2015-06-08
11378,n5kxrgD0bQsXZi5fpH/bpbqh29XQIu4gyJqhvqI4HJA=,39,30,149,149,1,2017-03-31,2017-05-10,0,10127,0,22,27,male,3,2015-06-08
11379,nlv62UzD31Sy3iCA4kN/Cju4K6DDP2f7FBZ/ESpNLSU=,40,30,149,149,1,2017-03-16,2017-04-15,0,14962,0,21,18,female,4,2015-12-31
11380,nlv62UzD31Sy3iCA4kN/Cju4K6DDP2f7FBZ/ESpNLSU=,40,30,149,149,1,2017-03-16,2017-04-15,1,14962,0,21,18,female,4,2015-12-31
11381,nnMIelSvIe6BGrdjiUCdskFRrmTIL2107FYjxmWLvTQ=,41,30,129,129,1,2017-03-24,2017-04-24,0,13844,0,1,0,,7,2017-01-25
11382,o230d0UsLczzRAO5KKohGxTEukXetECIwi0NTS7zX9g=,41,30,99,99,1,2017-03-03,2017-04-03,0,17351,0,1,0,,7,2014-01-25
11383,oJ1KLVdYA2xyj1OlFAiwDH4Y0M3hlqTNaBd9bTzYj7M=,29,30,180,180,1,2017-03-09,2017-04-10,0,14846,0,1,25,female,4,2016-05-10
11384,oNrZCnSmzSJcd3hgz1/jGit0l4ApM86+r6VvkNXZdOw=,36,30,180,180,1,2017-03-12,2017-04-11,0,7030,0,13,30,female,7,2010-10-10
11385,pxgAtEtq5l8jN7mLZdDeO78RlMHoKN2ZS8KKl/7D054=,30,30,149,149,1,2017-03-08,2017-04-08,0,13856,0,13,50,male,13,2016-10-07
11386,qMQuNI9y9NY3/TqqPNUirC6wdKP4r6ItYaJALawznKE=,41,30,99,99,1,2017-03-15,2017-04-15,0,5306,0,1,0,,7,2014-06-07
11387,qP6z1rCTb2HSE9iuDZ8Yu0FJdW0Jg3JB+AXx6WksPP0=,41,30,149,149,1,2017-03-19,2017-04-19,0,2970,0,1,0,,7,2013-08-20
11388,qaugB6mNZEAINxS1Y6yn880NhfO+ZIzLP6OtEaLiH3E=,40,30,149,149,1,2017-03-19,2017-04-18,0,2234,0,13,23,male,4,2015-11-05
11389,qxRvR5LEmFuHpVC6+20EuBfffb12GDc9HhgqGB9xlLU=,40,30,149,149,1,2017-03-07,2017-04-06,0,258,0,14,28,female,3,2014-07-31
11390,rD/D8J5LaC0Gq276Eior+BZl6d4vl75k1fD5XdemKlw=,38,30,149,149,0,2017-03-08,2017-04-07,0,2158,0,1,22,male,3,2014-12-16
11391,rt4zXwhXzAGT1KQunRnq+xxhKUWAex+6oiVG+sDp89c=,39,30,149,149,1,2017-03-31,2017-05-14,0,14593,0,13,23,female,9,2012-02-14
11392,rt4zXwhXzAGT1KQunRnq+xxhKUWAex+6oiVG+sDp89c=,39,30,149,149,1,2017-02-28,2017-04-14,0,14593,0,13,23,female,9,2012-02-14
11393,t/egoFlf5JA16vndYjn54GoMGLjd/9n5IVaZlMLyP1c=,36,30,180,180,0,2017-03-03,2017-04-02,0,3901,0,14,27,female,9,2006-06-28
11394,tAvlPkuhfTGx/sIZLO+uF2QzT/EimdrrVVd5MqysuEQ=,36,30,180,180,1,2017-03-18,2017-04-17,0,14884,0,1,0,,4,2016-04-15
11395,todceCkbNp0HlZkbJBjZaMXr/ksfBWy5MhGcLxAIIaM=,41,30,99,99,1,2017-03-06,2017-04-06,0,3206,0,1,0,,7,2016-10-07
11396,vTJcONcdMgHay2oteuL7FhHAviEaPS+ItDhIhw2uJ9Y=,38,195,894,894,0,2017-03-12,2017-09-23,0,3948,1,13,31,female,9,2014-06-25
11397,vYb3XZGzqDMEP2gYJ1xBtcnBmGTXeESnnRny/DUoMtw=,39,30,149,149,1,2017-02-28,2017-04-22,0,17588,0,13,28,female,9,2009-06-17
11398,vYb3XZGzqDMEP2gYJ1xBtcnBmGTXeESnnRny/DUoMtw=,39,30,149,149,1,2017-03-31,2017-05-22,0,17588,0,13,28,female,9,2009-06-17
11399,vbWDTAxT0lQFnHSh8cmnK01FUlLSu4OmWVPKfLcHe94=,41,30,149,149,1,2017-03-24,2017-04-24,0,3023,0,1,0,,7,2013-02-24
11400,xOm1C1atW9YA7y1DGFBhzNZu8jBiqwLYE7JWDdGAIfw=,41,30,99,99,1,2017-03-31,2017-04-30,0,9230,0,1,0,,7,2015-07-30
11401,xhILXhp04H4xASQ2xVKNMw9+m2CDljWFOidyL6Tcd2M=,41,30,149,149,1,2017-03-09,2017-04-09,0,2408,0,15,31,male,7,2013-10-25
11402,yFB126CJ1DUXn/IboceBiLa818gmwIgzrt4UL1h9yBU=,41,30,149,149,1,2017-03-20,2017-04-20,0,555,0,1,0,,7,2014-04-21
11403,z7JIy2pzwp69wTBZZCBxrZyEUc7YonMjhT8fyyAoHjQ=,41,30,99,99,1,2017-03-19,2017-04-19,0,13683,0,1,0,,7,2016-03-19
11404,zEmxvDUfw+tQLPsVRQmfVxWcRZdcBHXf77LDlQmDTxg=,30,30,149,149,1,2017-03-04,2017-04-03,0,15732,0,4,0,,9,2013-02-02
11405,zMmbTogCCxZ4T0WZwQvVQMXXEkWarrIXrlhHixyJOpY=,41,30,99,99,1,2017-03-21,2017-04-21,0,13489,0,1,0,,7,2016-06-21
11406,zs901cIs70iUd/LISd8zeErNETuA8gd00T1nyzDxdTU=,41,30,99,99,1,2017-03-24,2017-04-24,0,8395,0,1,0,,7,2016-11-24
11407,zz0VZdYTSzZdk/GOtC95vwIXIv47phw+QDMpKhmBJps=,41,30,99,99,1,2017-03-31,2017-04-30,0,2414,0,1,0,,7,2015-11-01
11408,+9IMTfZznmuGp4lp/gtJk14ofLIJJ83CJlgnVja65ZA=,32,410,1788,1788,0,2017-02-28,2018-04-16,0,16094,1,3,29,female,3,2013-07-12
11409,+bUEBlElpff/bIJIMeAN4rrvn40IkfEVPVjiEnmPcAY=,41,30,99,99,1,2017-03-31,2017-04-30,0,17254,0,1,0,,7,2016-02-29
11410,+hwSyMI9B6Td180wPttQlmy9Jf2QBAWWQzTcmZnenhk=,37,30,149,149,1,2017-03-05,2017-04-11,0,12030,0,5,37,male,3,2013-03-05
11411,/15Ynuh2p32jsGgkmzhG7maJsiok4V8t0WRFipy3Z/0=,36,30,180,180,0,2017-03-09,2017-04-10,0,8967,1,1,0,,3,2013-10-09
11412,/61xN9FkvqUDIjBiNj2+k8yClsvyENd3KMgQbxIf/qk=,41,30,99,99,1,2017-03-31,2017-04-30,0,11558,0,1,0,,7,2015-09-28
11413,2ksfgojrfOe//6yNfys4dr1YHuSLhAWFihfrqUkfLn8=,41,30,99,99,1,2017-03-24,2017-04-24,0,14252,0,4,20,female,7,2015-10-25
11414,4FwzJKVJNhQjBLcVVbHUijp/pinVVbAFaM8XGJ4DwZE=,40,30,149,149,1,2017-03-26,2017-04-25,0,4088,0,5,27,female,4,2016-01-22
11415,4UCEyodUMxQ/BUyR3Bt3U8xvoGTm0r4WJjF+cNiXako=,40,30,149,149,1,2017-03-23,2017-04-30,0,12250,0,6,31,male,9,2005-12-26
11416,6VmiXqvwGh8k7ZM/CR+hK1qFewOasIg8NE1cd/LsLUI=,41,30,149,149,1,2017-03-16,2017-04-16,0,708,0,1,0,,7,2016-10-15
11417,7zNQytuZquu2LSJKeorZ8FncxTicCvOymcts7wOeRNI=,41,30,99,99,1,2017-03-26,2017-04-26,0,2149,0,1,0,,7,2014-05-11
11418,91KtOAxUTziDaVKg4jrCw5Y0yV1gTJPcwl7+SK2uGOE=,41,30,99,99,1,2017-03-03,2017-04-03,0,12649,0,1,0,,7,2011-05-04
11419,9EqPxB59QWvWbZBWMua79V9WtINhtuckqODlA++xVXk=,41,30,99,99,1,2017-03-31,2017-04-30,0,1440,0,1,0,,7,2015-12-31
11420,9MvvjOnA+pxhX4XLFJpedHK5TTQd+FMYiDC45H7rIQE=,36,30,180,180,1,2017-03-19,2017-04-18,0,3300,0,6,0,,3,2013-02-07
11421,9RYnBKztFQBzUcJeDM/rlzBzwcLl2971bYuAcKXQpGY=,41,30,99,99,1,2017-03-09,2017-04-09,0,2284,0,1,0,,7,2015-11-10
11422,9q6ECwvpF6ZbJw8IeaSTElDMh1xYGkDmB9ZtHZ2LLB0=,41,30,149,149,1,2017-03-14,2017-04-14,0,2859,0,1,0,,7,2014-11-15
11423,AoIdV6KTdRwJyhDShmQxpJR9OkV6eFz1/JRC/o13qr4=,41,30,99,99,1,2017-03-31,2017-04-30,0,6712,0,1,0,,7,2016-01-31
11424,Bzvbqx7sJkMsK7jIueo8/XwMUpunYYQJAo6LaFuopys=,41,30,99,99,1,2017-03-26,2017-03-26,1,5500,1,1,0,,7,2014-04-06
11425,FFxBHy1K++pSH8aUVYFb5UJYluYA5eOkEg4RMUirh+s=,38,30,149,149,0,2017-03-20,2017-04-20,0,1455,0,5,17,female,9,2015-03-04
11426,FPUJn4g5wTdNXl0Vfdn9JIWir4UDxAUcflHfPqaXhzg=,39,30,149,149,1,2017-03-31,2017-05-10,0,8405,0,6,26,female,3,2014-05-23
11427,FPUJn4g5wTdNXl0Vfdn9JIWir4UDxAUcflHfPqaXhzg=,39,30,149,149,1,2017-02-28,2017-04-10,0,8405,0,6,26,female,3,2014-05-23
11428,FQLyrHoG99wH4/iJEcQwiVlyNEM/XsvG5b4+SIR6I2U=,34,30,149,149,1,2017-03-31,2017-04-30,0,9208,0,13,27,male,9,2007-12-25
11429,GuDCrQWeqKDVVjo4weOjBq7b1FmmCztf272Ia5Z/rys=,39,30,149,149,1,2017-02-28,2017-04-07,0,1546,0,13,23,male,9,2013-01-05
11430,GuDCrQWeqKDVVjo4weOjBq7b1FmmCztf272Ia5Z/rys=,39,30,149,149,1,2017-03-31,2017-05-07,0,1546,0,13,23,male,9,2013-01-05
11431,IV2OC/wasP1E4Cd7RBbMUca2dDhV66nQ4K8c98T3h+A=,39,30,149,149,1,2017-03-31,2017-05-26,0,16652,0,15,30,male,9,2011-10-18
11432,IV2OC/wasP1E4Cd7RBbMUca2dDhV66nQ4K8c98T3h+A=,39,30,149,149,1,2017-02-28,2017-04-26,0,16652,0,15,30,male,9,2011-10-18
11433,LlPjYCIiBaRYtD8BuleTYjFFT7JiTIMUMbhrTO1v2hE=,41,30,99,99,1,2017-03-19,2017-04-19,0,8396,0,1,0,,7,2015-12-19
11434,NU/1fagoKaHlEXdW2NjdCHcqPFinwf+68TkS2/O6BsY=,41,30,149,149,1,2017-03-07,2017-04-07,0,5273,0,1,0,,7,2015-04-06
11435,NmocLNa5vX7oC1L+1vCSve22AlP7OUNFyf/mZ/r+AWo=,37,30,149,149,1,2017-03-15,2017-04-14,0,7615,0,13,27,female,3,2013-01-30
11436,O7ayVXzdsxxxWPzGj5Vc9bOext7SSa/PjfOaQrWRh8g=,38,30,149,149,0,2017-03-22,2017-04-21,0,16691,0,22,20,male,9,2016-07-22
11437,OKNjxoW3FCuNMqUScIQaE+iqKv9a0HVHBxcHwsdtTaQ=,41,30,149,149,1,2017-03-04,2017-04-04,0,16152,0,1,0,,7,2015-03-04
11438,QMSSVePUQh7StGefZUV4Z7+wtfslBgLlVzLJdDMmz1s=,41,30,99,99,1,2017-03-15,2017-04-15,0,346,0,1,0,,7,2016-11-16
11439,R4e2n5chGEU2PjiTmQg1hj+j5IMUbwspt5TmGIyY0Us=,41,30,100,100,1,2017-03-12,2017-04-12,0,582,0,1,0,,7,2017-01-13
11440,RBkc+VbQacFXHkXdnaSJ9Mw4/gi27QZ7kiiXsRYkoJQ=,37,30,149,149,1,2017-03-25,2017-04-24,0,14264,0,15,23,male,9,2010-09-16
11441,SVsT8hRHFxhi7s/E3u4OG0r19URKbzga8FEMX6/USko=,41,30,99,99,1,2017-03-14,2017-04-14,0,1358,0,1,0,,7,2015-07-14
11442,TP/vAQwwcqARhzYesahw5+fRwLQOjgnvLjfpjSxqPKM=,37,30,149,149,1,2017-03-01,2017-03-31,0,8669,0,13,37,male,3,2015-09-22
11443,TUalsfk2hvc5KUmvBxRb6mvJlXvCMu9E6tUgGhd0nnk=,41,30,99,99,1,2017-03-26,2017-04-26,0,856,0,1,0,,7,2016-08-27
11444,TmcMc5PXlE1vHoh3oyj0OKUQqszebfO88dT+oIDvZ4Q=,30,30,129,129,1,2017-03-29,2017-04-30,0,456,0,13,25,male,9,2012-12-22
11445,To9O+x0bK9jwgAbvjeibyZ+PRgc45iiT7HsQOJq0Yn4=,31,30,149,149,1,2017-03-31,2017-04-30,0,2904,0,3,52,female,9,2011-10-16
11446,UL2eVYYdwP4q63+aNn+Hrr6Ym6eAnr9l0TeK2xxqk6g=,41,30,99,99,1,2017-03-31,2017-04-30,0,14540,0,1,0,,7,2016-03-30
11447,Vp79J19L+4EYHupDW9pq6ScU8yGrr3d5zPs7fdv1OoY=,38,30,149,149,0,2017-03-07,2017-04-06,0,3263,0,1,0,,3,2013-01-30
11448,Xr9iPTn7WIVW48w1tTJFOpNpN9lCDLY/6NsgGaz0XCs=,41,30,149,149,1,2017-03-31,2017-04-30,0,5952,0,1,0,,7,2014-04-16
11449,XySIyv+Vt6RoeDnQnTJ7ggRXeEpUJh4Emximm/dGqvw=,39,30,149,149,1,2017-03-31,2017-05-02,0,2168,0,22,24,male,3,2015-08-24
11450,XySIyv+Vt6RoeDnQnTJ7ggRXeEpUJh4Emximm/dGqvw=,39,30,149,149,1,2017-02-28,2017-04-02,0,2168,0,22,24,male,3,2015-08-24
11451,ZDQZNqChVLn/QSTup4PJ1E/C1sCBD3FP688Z96e83ak=,41,30,149,149,1,2017-03-01,2017-04-02,0,16019,0,1,0,,7,2012-09-02
11452,a+Hf6mgfmGKX+OHXjvfV1XDP2lHmnM8vP4vquQjZp/c=,33,30,149,149,1,2017-03-31,2017-05-03,0,9871,0,12,117,female,9,2015-12-26
11453,a+Hf6mgfmGKX+OHXjvfV1XDP2lHmnM8vP4vquQjZp/c=,33,30,149,149,1,2017-02-28,2017-04-03,0,9871,0,12,117,female,9,2015-12-26
11454,a/y5QiwvbJ/RFJAVsZUMM4Zw2PJoIwh3gWnARgNt9hs=,41,30,99,99,1,2017-03-16,2017-04-16,0,8501,0,1,0,,7,2016-08-17
11455,aqVMPv0awyOiodF1sEvw/YYr65kWDiTceYtHwLesOh0=,41,30,99,99,1,2017-03-27,2017-04-27,0,5430,0,6,59,male,7,2016-06-28
11456,ayO8HWSNUzuithe/GiGqaPGGyOgIXnKg/NzftHse610=,41,30,99,99,1,2017-03-02,2017-04-02,0,7904,0,1,0,,7,2015-10-02
11457,bTMxAeNq5XvJor3wKajOlNMkjECcQUTJ5LC+GCCK3H8=,39,30,149,149,1,2017-02-28,2017-05-02,0,12208,1,14,22,male,3,2015-03-26
11458,bTMxAeNq5XvJor3wKajOlNMkjECcQUTJ5LC+GCCK3H8=,39,30,149,149,1,2017-03-31,2017-06-01,0,12208,1,14,22,male,3,2015-03-26
11459,bTMxAeNq5XvJor3wKajOlNMkjECcQUTJ5LC+GCCK3H8=,39,30,149,149,1,2017-01-31,2017-04-01,0,12208,1,14,22,male,3,2015-03-26
11460,baHIu9yu999L1IzZxwkrqEfDYhRfSY5NJmlhZP/H/fg=,41,30,99,99,1,2017-03-07,2017-04-07,0,17307,0,1,0,,7,2012-03-25
11461,d2Bo9vgiBnj/JNVEDRuMi/RchgdNZ8Ajaq3SoveXXu4=,39,30,149,149,1,2017-02-28,2017-04-02,0,12808,0,5,25,male,9,2011-10-29
11462,d2Bo9vgiBnj/JNVEDRuMi/RchgdNZ8Ajaq3SoveXXu4=,39,30,149,149,1,2017-03-31,2017-05-02,0,12808,0,5,25,male,9,2011-10-29
11463,dYxb8R6Q9tz69FLndByg8RgGOPk5xm6O1df9E9wpR+8=,40,30,149,149,1,2017-03-11,2017-03-09,1,2885,1,5,28,female,3,2015-04-10
11464,e6yzFZXOogJfCKxKzPaswwoR4mDW13XzEfeRZFGCnzc=,31,30,149,149,1,2017-03-31,2017-04-30,0,16132,0,4,22,female,9,2008-01-26
11465,fHJDlv5daM5iSz7AsH1DIGFI8DsecISKf9DNNKj01kU=,41,30,99,99,1,2017-03-22,2017-04-22,0,10644,0,1,0,,7,2015-07-22
11466,gvRk1BggNJaFsJqPjKHOQutR0EPhgbacyGo/cn6bUzQ=,41,30,100,100,1,2017-03-06,2017-04-06,0,5378,0,1,0,,7,2011-02-08
11467,hNM0Um9FaBtxMweTZhLDpEFzyOE9a02Q3J+y8WtxIEs=,39,30,149,149,1,2017-03-31,2017-05-21,0,7607,0,13,30,male,9,2008-04-03
11468,hNM0Um9FaBtxMweTZhLDpEFzyOE9a02Q3J+y8WtxIEs=,39,30,149,149,1,2017-02-28,2017-04-21,0,7607,0,13,30,male,9,2008-04-03
11469,ibZPtjDga9JKLQflpF9358wE2RWOuey4Ll8QKk/6TS8=,34,30,149,149,1,2017-03-31,2017-04-30,0,15062,0,15,46,male,9,2005-10-30
11470,jz28PuZS7C60mOhFJl+FiEBzl+4E1N2q3mNYRwHOPvw=,41,30,99,99,1,2017-03-17,2017-04-17,0,15874,0,1,0,,7,2015-11-17
11471,l4KZ2wmIiglERfScm2rS9zSaN9mYLl/VycXzWCDI9OU=,41,30,99,99,1,2017-03-02,2017-04-02,0,5314,0,1,0,,7,2015-11-03
11472,lYiDlVN+XF24Hn+ITNzRt2+V4hizH91bFje6+gQSpnE=,41,30,99,99,1,2017-03-17,2017-04-18,0,3988,0,13,38,male,7,2010-06-24
11473,mdN68frur4Hm8G67bwczMwmIn4nLH/U6pcFX3e59O7A=,41,30,99,99,1,2017-03-23,2017-04-23,0,1211,0,1,0,,7,2015-10-24
11474,n+ALbUgpnom26aHOJ/fK23V9dIRlGcaw4RI0NrcIWtc=,39,30,149,149,1,2017-03-16,2017-04-14,1,5850,1,5,22,male,3,2013-10-07
11475,n+ALbUgpnom26aHOJ/fK23V9dIRlGcaw4RI0NrcIWtc=,39,30,149,149,1,2017-02-28,2017-04-14,0,5850,1,5,22,male,3,2013-10-07
11476,nzxyCVm/ErYrs+QeEwtPoKFyMQc5vbnlzLyyhoQJRgk=,39,30,149,149,1,2017-03-31,2017-05-21,0,7300,0,22,22,male,9,2010-06-09
11477,nzxyCVm/ErYrs+QeEwtPoKFyMQc5vbnlzLyyhoQJRgk=,39,30,149,149,1,2017-02-28,2017-04-21,0,7300,0,22,22,male,9,2010-06-09
11478,o2PnATtU6axKVfrbcyByVQL3EuyAGV8sU9e04vHrGko=,34,30,149,149,1,2017-03-31,2017-04-30,0,3290,0,13,40,female,9,2004-08-11
11479,oU1DIYyAZTyEE4B4+TAQH07pTPwehEkS4/Y0Gy3a7nU=,40,30,149,149,1,2017-03-14,2017-04-16,0,8923,0,5,31,female,4,2015-11-13
11480,rdH/xNilZjY5MRKmmOUKYUTIbO87OQdpQURYdJx1dxs=,40,30,149,149,1,2017-03-10,2017-04-09,0,13471,0,14,35,male,3,2012-05-31
11481,sARSMqTSCQyYVJJv9ctrZ2AMGSBw2xurUaqogGmezls=,41,30,99,99,1,2017-03-17,2017-04-17,0,196,0,1,0,,7,2011-08-22
11482,sB+PzslbHJTRu9pKHa+N4evSXZQT9rr+9JQsVZxVwxw=,41,30,99,99,1,2017-03-26,2017-04-27,0,15748,0,1,0,,7,2011-07-20
11483,vEjD1t+tATS13Bpwh7C3QQN+/DooZ88dubV+tyBD6Rs=,41,30,99,99,1,2017-03-31,2017-04-30,0,7893,0,1,0,,7,2015-07-28
11484,vZOnTSMMbxUR9428WiwnlBbzq5Ydx2t1PFZEf+F0uK0=,38,30,149,149,0,2017-03-26,2017-04-25,0,3953,0,22,35,female,9,2011-02-20
11485,w5zvXvCMvRKxss9Di1Ov8P1L64lFqvj6yGknGjv/gig=,40,30,149,149,1,2017-03-28,2017-04-27,0,5988,0,13,28,male,9,2007-09-11
11486,wLYZyQt/c5duRaYlk+833Qy8U7t6xCPMGL0Vmt4JMAs=,41,30,149,149,1,2017-03-26,2017-04-26,0,12015,0,1,0,,7,2011-12-26
11487,xSwN89DQCtVz0CIrnfOqEF7cgKOb2HqGBGf19wDWNsA=,41,30,99,99,1,2017-03-19,2017-04-19,0,10066,0,1,0,,7,2014-03-01
11488,xYMBpOMRn83iJsj/6Fx0N9RQnD47lsIV3j9D2iFMPlg=,41,30,99,99,1,2017-03-05,2017-04-05,0,5266,0,15,29,female,7,2011-07-20
11489,xonyhw60WiVu9i7rtBqzU8VWlKjqfR4xyUtE0ZRIQUQ=,41,30,99,99,1,2017-03-19,2017-04-19,0,4392,0,1,0,,7,2016-05-20
11490,xqHhztpMN32YTxUeY9FDUxgIDG30Xi+t37pono53rUo=,30,30,100,100,1,2017-03-01,2017-03-31,0,5893,0,1,0,,13,2016-10-31
11491,yjwKXwhb66H6Mon654dnhmYOWSbfQQkelngcyMyen24=,40,30,149,149,1,2017-03-18,2017-04-17,0,6427,0,4,33,male,9,2005-09-21
11492,+geBgK120vdIzUDEY9Cv/F9qh6QM8YsUtcbcS1OT+PQ=,36,30,180,180,0,2017-03-20,2017-04-19,0,15563,0,5,22,female,9,2012-10-07
11493,277L2tM/8U1+ihDCT4CulVf2+SAjc+Be146ygYvQZI0=,40,30,149,149,1,2017-03-05,2017-04-05,0,13647,0,9,34,male,9,2007-05-16
11494,3P6Cw2iMZzQXoE2nI+x/Zq63U3fAsqwoTkRWcgHJn0Y=,41,30,99,99,1,2017-03-12,2017-03-12,1,5307,1,1,0,,7,2013-09-26
11495,4NHMaS/cHu+zV05hY2yhKlsEggkPIpbPwfLylJ6K9HA=,41,30,99,99,1,2017-03-03,2017-04-03,0,11582,0,1,0,,7,2012-04-10
11496,4TRvsRKTgeVxzDsPFSIJqKL7MmgAs9pqRJeA8lKuRRU=,39,30,149,149,1,2017-03-31,2017-05-19,0,9889,0,5,28,male,9,2011-09-26
11497,4TRvsRKTgeVxzDsPFSIJqKL7MmgAs9pqRJeA8lKuRRU=,39,30,149,149,1,2017-02-28,2017-04-19,0,9889,0,5,28,male,9,2011-09-26
11498,52Ficeal2zCbKgK7J3NcrszYaJ0+pfdZN83Avu4rDkg=,40,30,149,149,1,2017-03-13,2017-04-13,0,4653,0,6,25,female,3,2013-05-17
11499,6uS1mZrznFh+GWojo55KUW1hssz39ANeWQclBRxk/mo=,41,30,99,99,1,2017-03-25,2017-04-25,0,1916,0,1,0,,7,2015-12-25
11500,7RvELbyw/+uPcaL49++cDzN1+T30csz5YsnMKRC35u4=,41,30,99,99,1,2017-03-09,2017-04-09,0,16751,0,4,17,male,7,2016-07-09
11501,96BTzGm2282UNVG09h/s93gv3w9xmoRdTeP5QIbriZ4=,41,30,99,99,1,2017-03-08,2017-04-08,0,8415,0,1,0,,7,2015-10-08
11502,9H0tBmURkmy+oPQoh/+/poZ4tuFrViY4egigKiQEPH8=,41,30,99,99,1,2017-03-04,2017-04-04,0,10879,0,1,0,,7,2013-07-22
11503,A3NHCp4vpxGNCxjZkXrep3EjXYA/62AzPlCNxE3Oz5g=,36,30,180,180,1,2017-03-10,2017-04-09,0,6221,0,17,28,female,3,2012-12-02
11504,AKxT/0zqJZjaZjLTTtGzYGYCSGzgWs5aVCdJiiBTz+4=,41,30,99,99,1,2017-03-03,2017-04-03,0,13905,0,1,0,,7,2013-08-17
11505,BBZKAwqngQQMKn10vhlqGz7y28TP5JvdFFPxEFC/G+w=,41,30,99,99,1,2017-03-02,2017-04-02,0,11004,0,1,0,,7,2013-09-25
11506,Dtjm4TaizmBvee+Ln5bTUHGOJY+r/xBKiZBFXh8XAFg=,39,30,149,149,1,2017-03-31,2017-05-19,0,7278,0,13,0,,7,2013-02-07
11507,Dtjm4TaizmBvee+Ln5bTUHGOJY+r/xBKiZBFXh8XAFg=,39,30,149,149,1,2017-02-28,2017-04-19,0,7278,0,13,0,,7,2013-02-07
11508,DunowcLkKvvF/KAjhfStbtBCD2HeY35joP1CnIWWB3o=,31,30,149,149,1,2017-03-31,2017-04-30,0,8496,0,5,27,male,9,2011-04-20
11509,Dw6DUrBeWu2LgUYUULAK6CqNuVCDNkMbFBAo19TVPxg=,34,30,149,149,1,2017-03-31,2017-04-30,0,14199,0,13,23,male,9,2009-12-27
11510,EPTwn+GrrKo3t15o80ExKVtATr88A3Z3gwiQj6ujz5A=,36,30,180,180,0,2017-03-23,2017-04-22,0,1643,0,1,0,,4,2017-01-11
11511,En4e/N7BskNKRME3X3n4gl9wQkPXsGzDRYEjnUCUUF4=,41,30,149,149,1,2017-03-31,2017-04-30,0,6035,0,1,0,,7,2015-03-28
11512,F2UaDkg2+L6IQh8+o7Ibo5hxbaSSMQ/9RqrNWuSt0Wg=,41,30,99,99,1,2017-03-27,2017-04-27,0,15973,0,1,0,,7,2016-04-27
11513,FT0hbT6+rHdz4Ipa8ZPgMnzo8paWC2X2c3QwwgYqNzo=,36,30,180,180,1,2017-03-23,2017-04-22,0,3987,0,5,0,,3,2013-09-27
11514,FwIQZBgihCl7O/TLi8RnNaz1R4lbHit3AFPQIG0hK+8=,37,30,149,149,1,2017-03-21,2017-04-20,0,5622,0,5,0,,7,2010-10-29
11515,HDcXDu/C6rEjtTgcp7qPu98yt+7DfSlXByerTCvN1Dg=,39,30,149,149,1,2017-02-28,2017-04-14,0,17507,0,13,23,female,3,2013-09-10
