,msno,is_churn,city,bd,gender,registered_via,registration_init_time
10946,Ak9ruAjt9f6347SqL/mYwqytrnBGAdchAuu3BYVh7M8=,0,1,0,,9,2016-09-29
10947,xg248uY10I38uMXqTGr2W1QAQAWzABLdyIbB+gUmFCw=,0,1,0,,7,2016-08-04
10948,FP3sERlYmVP902EucFZSQDnu0vmNOiiyTK15qMZFEcA=,0,1,0,,7,2010-11-01
10949,7804lU3Oynko+3uJDbau+VTPzy0PxXKCfeumM+a/WCA=,0,1,0,,7,2015-09-02
10950,gUcHDuY/obnSCYM5Xl/365g2DjZvCmNiJMxBJzry5zc=,0,1,0,,7,2015-11-25
10951,WkJQIXXlrKgJTt4ulNXX5w5DQ1KAM3h+fINV4fkJP/w=,0,1,0,,7,2015-11-23
10952,UhEfZKy9w17DswY7MMyKZeN0elqcCIYoMGTxbJgR348=,0,5,46,male,7,2011-12-07
10953,RLVDlHMPvCetJJFPJp9lcV76MednKy0nuoWVS8jcqbk=,0,4,53,female,7,2013-07-10
10954,rbAJn83XsE4AsRWtSsNADg+AkqmirBhejaW4McygsIU=,0,9,21,male,9,2011-06-20
10955,vKHPKQ2dMCQ0h2bNgZvo8exkZFOI8QcJ4rXFMa3RLPA=,0,11,23,male,9,2007-11-22
10956,AxYjwfl4jE07SJfXffpUUOOuCBMccc5n/1Q/ZcsfeEE=,0,1,0,,7,2016-04-03
10957,O+n704tt4vyQK2fd0BxWTpul2Wi1hsx913yasxAF/l0=,0,15,33,female,9,2005-09-19
10958,O9pVR19vD+LoAki6nAjbM19Lt/XrUKkeCxUeSdxwDj4=,0,13,34,male,9,2012-07-06
10959,2Tot28HdrYrh8rvLZfo4j3K8rIjiwNB+yH5wc9gmbJ4=,0,11,0,,3,2014-06-09
10960,lH5d/K7A8yNOjwuV8zZdY/4WKOoTv9iahm37usPcD/A=,1,13,33,male,9,2015-10-06
10961,R4bDds4NlPvNJA1N+OoNydEV4RNRr1Q6kYtOjm3d9u4=,0,14,31,female,4,2016-04-19
10962,pT1b1KNS9hh+VbQfe6XAAD188qJChYAlYabgxxzgp5Q=,0,4,24,female,9,2008-08-18
10963,yliWQjxBHl1CG8WLULNWO7lQb1Mi/PFfP1jBhouw/vY=,0,1,0,,7,2016-04-19
10964,MFnr8QAzO52dGuXbmME35xIizSPFB36nmzy/eSWJUNU=,0,1,0,,7,2015-10-17
10965,t6sjKjxl8JoDyqpN/J51dhZERf1PhXBlyhmsbrDoo88=,0,15,43,male,9,2007-07-08
10966,0bfvNqO1jlVjZRDp4PPysVpLFO8wuukWMexZsBuwEKY=,0,1,0,,7,2015-12-11
10967,rskFNipsBXi51ZAXHus22Hmb3TB2Chb4veGZqlJkArc=,0,12,29,male,9,2009-08-08
10968,w1X2HIZHkdLjeXaTZtSq7784o1ZZll394K0j08vM8q4=,0,8,23,male,9,2013-02-05
10969,Y7E5xkV7oZlZaMEb1KDntdiLcYzxuKrzcmljS0HtbJw=,0,1,0,,7,2013-08-22
10970,NMuDEwn4o96fhrkX6OCeOzzInfsKeR96UzOvSBEqprI=,0,4,22,male,3,2014-12-21
10971,VHN8wbiuM4OFczdbAAppf00h71UASWtNl9pi8yA14Lg=,0,1,0,,7,2016-12-14
10972,2OiJ2gqhkqazGm/84w5wdxhp9lYrRr9PWLl0vTuWSPA=,0,12,0,,9,2014-05-17
10973,ovOx1jjFXDOYPNzo0FfSsZA+fSRyAdgsbZPwuNZuLYE=,0,1,0,,7,2016-07-13
10974,iahia4B6ZZuejahYPOLdNrk/Nzu7w/5qkQhdZn4bY78=,0,1,0,,4,2016-07-24
10975,HnItHnwfGnWfKe3kxtoje4KSxwawycL+uy9R72NYL2Q=,0,5,46,female,9,2014-09-26
10976,96PRO0gGXbM49f7EsXNOPB2vUzQTI2Pma+Z158wKavs=,0,5,33,male,3,2012-10-08
10977,pA+3kA0Rr+OIwtNVOY77w+WsQNJY9wdBziTeWPtxd2U=,0,4,0,male,3,2013-01-07
10978,JdFghgOwXYy/dZysX2Z5csqdxP+WvpjashVq6DTKFdA=,0,1,0,,7,2016-05-29
10979,SKJdnih2B84oLHYbXIZDEBNyLiLazOXBoO5q7p616VA=,0,1,0,,7,2012-01-25
10980,Q+ZxQrKrkMDnJfMVsncAjgeOReKn+KhkHhQpiMIM4Ag=,0,1,0,,7,2016-09-23
10981,Ku6Cl2P4+6V24Yb0qM3cJym7h22Ipdj2tw7tiGY7QLQ=,0,1,0,,7,2016-12-05
10982,RDYTZ7yQV0lSxK6mRBtCHNtdTxgFWhtuMipSER0G5mU=,0,9,27,female,3,2013-10-03
10983,Ns0tXuTpTKm5joaAmpvCFvTIbUxmP/DtG4sfGBOk3E4=,0,1,0,,7,2013-06-29
10984,u8q7bVPXjNhgb9u8eeu0vzuR/rHPaSsb3PMRE36IaiY=,0,1,0,,7,2015-10-09
10985,T0EhFrvlG+fe10y9MEfM6eIDuwGOCodfFGeZK2HvAQQ=,0,22,25,male,3,2015-08-15
10986,Vh+cRxdYpP62PstYytMwE2hLGdtp/Tfd/3Eo30X33sI=,1,13,27,female,9,2011-01-15
10987,2WUHcN59A9CuH972BYiE3rZbH9QAKxEN8nlyqulQi9c=,0,1,0,,7,2010-08-12
10988,cJGBO0iUQPNB9L36wQ7bPB1DgnMbawf+faWiDjWU95k=,0,1,0,,7,2016-07-12
10989,CLyhaO5gJgaoDIE0Zy2CH875sp7HVZgCMywexoDOcrg=,0,1,0,,7,2011-05-09
10990,G/QtL2uaQCap7fyY7E1Bz19VTLLCMrXDGtkoQz95CFk=,0,4,27,male,3,2013-11-21
10991,Sg1G0EXKcqPinhY23Au0fPrWDchlPi7iVUgrxQLH1hQ=,1,9,21,male,9,2015-10-06
10992,4Muf+wMx6YWd3vNQVswr91LowH07X67sBxr/P5BoUJc=,0,1,0,,7,2016-05-29
10993,RuBk+sTMZy9JZQ/GhJ3H7PVULl9JNo269YmTSAFWbD0=,1,4,34,female,9,2011-03-22
10994,dHhyK8XCdZN7jZZ2QVxSD6EuAJRcChGJrEEXquOQis0=,0,1,0,,7,2016-03-30
10995,0F/34383c+8Fx01KzI32EWIKwL9c2cJJ6u6awHWSYnw=,0,1,0,,7,2016-01-16
10996,SBhZS9KQSe0e+YSqxhuJO9g4WhbYIa1n15SRX9+NH4g=,0,1,0,,7,2017-02-25
10997,k7+JV52BRPBf4YMs5GVIxhJ4FHrbNvIx/v+fJYsaNgc=,0,13,20,female,3,2013-01-22
10998,zM4xxkGuzCs0YQrGN7e0EgChmfTBlNL84fJa2zq01Y0=,0,5,36,female,7,2016-06-18
10999,HwIHreQ2yIbZi2i9lrsboF24D23e+sz2evnGh1MUwJw=,0,1,0,,9,2015-04-24
11000,EuvbpbTY72Igr1No/0nzE0qPsPFcPYu4QPWwp79vq3o=,0,1,0,,7,2016-01-12
11001,Hn8/8D8QPDq3jAdTjQ4BncrTbLRUhJI/9OtZDK3z15I=,0,5,22,male,7,2013-02-24
11002,u9vfb3gsg4mnt07jn0twsSDsHcVZey/8dgrM04FfcFI=,0,10,20,female,9,2013-02-06
11003,zW5EdCFp8olr3w+9r0ERwyu7JnzsMpyabsBDi9Lh0Ig=,0,1,0,,7,2010-04-21
11004,BBZKAwqngQQMKn10vhlqGz7y28TP5JvdFFPxEFC/G+w=,0,1,0,,7,2013-09-25
11005,mFwFbcxJTGZwP32t2kNXhEZP523Zw/Nnph7+dN9Cz5k=,0,1,0,,7,2011-11-03
11006,PtilfGcd/M/+diPz++X9ouMx6yQCAvN/AwL53/tYB6Y=,0,1,0,,7,2014-04-03
11007,z4/gbiVjPM9NbiMt6N7dFLl2oMFRkakJMfg6kXN+78E=,0,5,31,male,9,2007-02-27
11008,md3SkIUbxFDvPM5Z6+Wa25D1YcV+m+LKLZtytz+X29U=,0,1,0,,7,2016-03-19
11009,bfjHLgUzCT0i4QNWLsSck+vHwDi1Obi7MNIPMdI2cPE=,0,13,27,,9,2016-01-06
11010,Np+h68iPdmuzHVVyU5j6bcwHCryhWuhPhzzEQhRDDrA=,0,1,0,,7,2014-01-31
11011,1TuMbVm1aIKM2s2tivJa/66L3L8yNerBzcnup8gjqIY=,0,1,0,,7,2013-01-26
11012,5voSuXyhfjXo4WrXz+F2T+hKq9DQT6xwEZYNvTm3xWk=,0,1,0,,3,2013-01-28
11013,Ef437lEzZmWVX0hFNWpQg/v6s+jAPYKdDcDyW1oIf28=,0,5,18,female,4,2017-01-12
11014,Xqgxug+Zf8SYAQfU7AUa+9SXmfufYx4apFg+TnpBLYs=,1,17,54,male,3,2015-02-17
11015,oAoAo7qvV+buOuoJ3jyNtksoIq1od1jYN7zkKt/VLjM=,0,1,0,,7,2016-03-21
11016,xZfUcR5aLHCANmeWtzQ9OKaLvNHdl46FvRc8WV8BUwo=,0,1,0,,7,2014-02-17
11017,WWKCOoPyxCPKFZQo6WcdfxC7jCOh62ryHDnRpd7JK7Y=,0,13,0,,4,2016-07-11
11018,zi0tUaIjZ44FWAVaWf1sGlZWmVwuOoLZ4lkhBD2BcfQ=,0,1,0,,7,2014-03-03
11019,Y4zBWNyNEkRi8EfNC6uwifbBicxzytgdf2LIN3gTc9E=,0,1,0,,7,2013-08-13
11020,BrhELXiShIacMl7eRfNBLpyLz54jyBKB7zySvRPGoAQ=,0,1,0,,7,2015-07-31
11021,0zlJ0LnCEBzxo1kT4GgqS+9DFcH+4AGddPklcTsBNAo=,0,1,0,,7,2013-11-14
11022,O0cVVX1zGaHU9uMDxjC+HaUfLHGqvmjAwk1tpTLlywA=,0,1,0,,7,2015-08-03
11023,eRhWTlGOg6QeSNiokCGNOv0ejYy0LrH9IT7SM5Ca9Rk=,0,5,0,,3,2012-12-23
11024,wbl7zgxJa3F+ckKJ51E5AKBsKE0isEJ2WnQyQ74D9qQ=,0,1,0,,7,2010-08-27
11025,8QsoEF6Hjz5JlcEJCglDueGJS+fRNpNPUG/yGhlPJNI=,0,6,24,female,9,2015-04-11
11026,PcJDjJC98hNEF58mb3h9U14c6Dloyh9yo/f3eQSg7/s=,0,6,31,female,9,2005-10-18
11027,8ymQHTpJSL64ckhakRQFdXELO1lNghLd7kLrl2IMrK4=,0,6,22,female,9,2016-02-17
11028,7s/pxogD4BJisxFBzfHoETm8tQqo1oAj+Zs5n9BpF6w=,0,1,0,,7,2012-01-19
11029,HWz+TCOkOx6fFwc7mfHiTx6TtO4menJJNTEckzXt+z8=,0,1,0,,7,2014-01-17
11030,E23oQQlRrK+VYBu5ljEhtRFJUmqHrh38z8chXT9ppBg=,0,1,0,,7,2016-02-12
11031,IGy+M07SYHBC0U+JTfYjz4P8G6Pne28BZ9qB5RERSPE=,0,14,21,female,9,2011-06-13
11032,zMc0tHIhExtRwGrC2myE8/re1F0kmi8Yc41pMfDVfJg=,0,15,34,female,7,2013-06-15
11033,fZFbShzsr+x+xACObdMqNqi7x5v1EvYvxvtHtV2aI4A=,0,13,23,male,3,2013-04-25
11034,sESzVqGHHnv80cptndPTOrN0FiPVmd8fiyluk02CeQo=,0,1,0,,7,2015-11-16
11035,M9jskytXUeUGhlm3cUumqt9qEjJi+wPukJvUdzh4x6k=,0,11,0,male,9,2005-09-23
11036,+cIv0AJiZixNVebK7k66Wkng2aF7lfpEBvd/OgjPhuw=,0,6,64,female,9,2006-03-21
11037,Z7sH0cDZ8/yZbX2LZ2RRZqG8K2KUV+rHstNiu8lfC/k=,0,5,21,male,3,2012-10-10
11038,HDktNMFHh3FwOrquB/MFgjZrMGcdT70HTgAsWX/9NEU=,0,1,0,,7,2016-07-07
11039,U3WjhXS6vLmaLdbSSuJYuxuUXnvT5IPROoL34ot2TTw=,0,1,0,,7,2016-10-29
11040,JEYk5RlMGp1CpiKaDzlXO9wt1CUkArSSPFSbsWOSXto=,0,13,22,male,3,2014-09-28
11041,gW3w+GRUJn7dofHxEqAscPqieZcXP0LW/8LAzckcJl0=,0,5,35,female,9,2011-12-04
11042,hfD4Id4mggU2ImPs9+caVUju/zuq3DI5BF8vPw0PUyU=,0,1,0,,7,2015-03-20
11043,+gvb9X7dNySd8EOFsHRt/dVb+Q42wPx8M8Y4JGASTkA=,0,13,0,,4,2016-02-07
11044,abk6Jut4SeAahdCNKmbIjEtTV9Z5Exrb2UAsa+zXylE=,0,1,0,,7,2011-06-26
11045,tJGyHSsexe3DYWNCI4OvmFfFmqT1HVuHvEyUuFLNU0Y=,0,1,0,,7,2014-08-21
11046,jpkkMKVSxcFRwW1kW6vaLddzxQ55lQxqXk154OebSpM=,0,5,35,male,9,2014-07-25
11047,oB8bGUOwEpiL3VbBSE3imitzhCb8LdJWz1ZFpECswpM=,0,22,47,female,9,2013-07-16
11048,HIepZTH0T9SgdjsvAiBD5WbzmezlnPCmIU+T7INHc9U=,0,1,0,,7,2015-09-15
11049,vNXYOLUDkQ+45gtWlWQdh5jG5zXBHAc0BQOyO9/pA+E=,0,15,17,female,4,2016-11-03
11050,jJQjbuWkHslR0MjIyKvIXs96mCix/YRym7Yo6ZI0nbI=,0,1,0,,7,2015-07-25
11051,LEb7RR0rMm7X9ZBM5GnTYza9OsHa2xJfXoj1oDir4LY=,0,1,0,,7,2016-10-06
11052,jVHPz7y79xoP7SHfHsBR15B3E+YfcATS6mO0TkCYFzk=,0,13,32,male,3,2013-08-31
11053,u8lgeCEkvX3avtWAkEJodFSTV8tZ1vxtLqSTzBZbZdM=,0,22,34,female,9,2008-05-09
11054,e1K65pktLBZBETN/gFT5+lsy9brrwCNO88zvR+bYlis=,0,1,0,,7,2017-02-23
11055,eZXGcVCD1qyLMuQQt6D4fNUfm9HuDijGlx/c6ATCdas=,0,1,0,,7,2015-08-20
11056,lt4XCZ+RJ2AEYXpBjH2Ejy2fC8+Eacs+9pcRDCITp4g=,0,1,0,,7,2017-02-15
11057,ksoi12oYPjIAdsJQd/jVXMQKlnMC1SjWe0kP1baKYQ4=,0,1,0,,7,2013-09-15
11058,CMFrJFrctll2lZ2C7oz+2uRZGvBFv1SglzvJ22rghIg=,0,17,24,female,3,2013-04-16
11059,DLnKCAG2hDScLehD+a1tpz83ebg/JUmV32zJAwfgYeQ=,0,15,18,male,9,2013-06-07
11060,QCuzy1da52ZLKB/6e08AjVDTk93RRokK5o49gxqetqM=,0,1,0,,7,2013-09-06
11061,X/CzPMtSaLAunWi6ZV6zDYRYZTku7EFMzve3BebxgN4=,0,1,0,,9,2014-12-18
11062,7k+e56HpFsX4Jhd4tomt7lwVOPFJdebBFVelGI+z1Oc=,0,22,29,male,9,2008-03-04
11063,dCDqXy31fOSZJZ6WBZD6CQgN5E0jTtoC2Y0wPwGuSN0=,0,1,0,,7,2015-08-16
11064,4YWcHrVe6SCKTuUU2XLGHYTb69+WbSa/zqr983hI3DU=,0,11,30,female,9,2009-02-02
11065,8Ilk2zEicH5q9gjA1YGY6pEZCaN9cq8xK5B1N04Fn3s=,0,1,0,,7,2015-11-07
11066,FAm/qdQgSDXZWU8cjWnVfJjIU1G6nEtuDt7ro0kmoUk=,0,15,43,male,3,2016-09-18
11067,YbDd9donFGGfJ5z/oUXtVOM36MG6BF0Us6cInT30D80=,1,13,24,female,3,2014-06-23
11068,F+1z1c9tffvRfCh3u+AMecpsj15FV3mun7t/M4DPFDU=,0,4,19,male,7,2013-07-11
11069,zwfiKI2eA4LWW5E6hVmxE9n7g8xjZNwmsuwu6fH+aEI=,0,1,0,,7,2016-07-26
11070,kwhns5nrmpOXdFqHwbC8ZLT6V+bpinu8/qJv5FFpbM4=,0,4,20,female,7,2015-08-16
11071,A6ZmaXFtYAnOdO84nAN89Wku0hJQ4pgk7M8HFtvK8CM=,0,5,38,male,4,2016-10-02
11072,0AUE0hob8uuJKMHycUfKV5cbaWAhoGQILb78kiI0ybo=,0,1,0,,7,2016-08-25
11073,encQd/ddJ7wZhV35uCKGcq+bBD0CfbeQBgsGDXNlH+c=,0,1,0,,7,2015-02-13
11074,jcxOueCBg1v3oZgHILI3tbGJcEmTYcbtOgTAnnFWvK4=,0,18,24,male,7,2013-06-28
11075,pdEPBoeE38c0hU0gSHenNKgdLnyDTOHKj5X0+xMukaM=,0,1,0,,7,2011-02-19
11076,JQocQGpon24JEPeuaM9Taex1+O8mQ1y4CncSRRJ1B3w=,0,22,27,male,7,2012-07-05
11077,rbdzA414BuQdmYxTYRaYMDcJgjs+4LhWaHsBQKSiwWA=,0,13,23,male,3,2013-09-02
11078,9nMaQfMFBHhUBYTO10caVNdhrqg9lCtGHNCd82gaxLU=,0,1,0,,4,2016-07-12
11079,92j8ETSeq52xt+GOmAEtwM3Qr1pVBJBCYgH5L7JietQ=,0,15,39,female,9,2009-03-25
11080,h26ydtUvzvrnj5Q2b246VMqiig68li9n7VFGcYWELgA=,0,1,0,,7,2011-05-10
11081,5pqxV0Ikz2wC2WC+Y0ZTpPZgv1hm1SF1IZhM0pNsE+w=,0,1,0,,7,2013-11-08
11082,0XvomOlO3uDWDwhZ+U3LWO0uNL5m5ZzG7CdnZH2IJo0=,0,1,0,,7,2016-06-23
11083,Iir3Sm19PjjEf9bncfeb0jZ2UWrqBbunGKB4GFFttgk=,0,1,0,,7,2016-12-31
11084,NXOvAeLRoH0hf/GJSxA2PUcVKqPrCZxXiTu3De/8vfc=,0,1,0,,7,2015-10-21
11085,6Zi46jfMiw7CJCJWCKBBk4x4AhalrrlEjOb94uciTRw=,0,1,0,,7,2015-10-31
11086,fGsjAVjH2yoIMEwYGSuED4iANJz+h5ftQkZHBj1e5Kk=,0,1,0,,7,2016-12-10
11087,k7s4Sx7t5HxWRwLXMuI8bON9BduqH2Ga+Tp7mkdFYIY=,0,1,0,,7,2016-06-02
11088,cxL6CZtCOQ+6tVKm/cvHYBKjhNG/MTXkZ8lUHpIthbA=,0,22,27,male,3,2015-08-30
11089,NHbXXwUsg1Jx03FV4BLqaltwenT7Rw3OKUbaRb/TqDw=,0,13,37,female,7,2013-05-16
11090,D3Ti/fboSSU+euJBDcxMyON0g8w8BdYO4nUw3ik1iMc=,0,1,0,,7,2015-11-14
11091,x5vrNr1fmYmKXsRz66sqzDeBXGCawjzwCL1vGOvjT4s=,1,5,30,female,9,2008-05-27
11092,o8nzybSnQ51XaXYkhByOiazsjCVmeSFtkqBp018lzVQ=,0,1,0,,7,2016-02-18
11093,xMFGM+hd++TZ57TSJx1qz3MXSu8AN0irBf1NPzFvVzg=,0,14,0,,4,2017-02-24
11094,mJYLbjo0mMa3mjU6LAlwseWp3jFH7+yX5eDqnmRyoks=,0,1,0,,7,2016-10-23
11095,Nkff1F8eS/+d5bCtw6agdGSgyDAo8a4t5XZaW9gU8Mo=,0,1,0,,7,2016-07-11
11096,PsQoatE/BqUzm4fNhjq0pJWgbHSNh7AMJ0O2cX6hkTc=,1,1,0,,7,2014-09-04
11097,ELFYABkiMiucMFw+Wqat9hpI9tYwDh0+20L0nmlLU4Y=,0,6,42,female,9,2010-10-06
11098,0Qog1I09pwoDM4XpxXsHYnKlKjRzQlWWlH8ypBeCj8Y=,0,1,0,,7,2015-12-02
11099,FgoLOLRS75whCnEPxqe2TJVQbglzWb5T1Ui/djevFP8=,0,5,24,female,9,2005-10-18
11100,ECkh7wdMK0kH5DH9efaAumUBCZIMtvXP8ylQi9ODWwM=,0,1,0,,7,2013-10-31
11101,23tiL/KQ57ApjRbvu7x/lklhZRKgVXiHHPwLFWHo8JA=,0,1,0,,7,2012-06-11
11102,3KBoLDSJr8IxyzG7dbceGQMl0F/87gvF6X0s40JdevQ=,0,1,0,,7,2015-08-28
11103,FR9TT7lh8glYQ74vneS9FdJpjWSc2MWE3HBVr8j20bY=,0,15,33,female,9,2009-06-24
11104,vGYucz24dq5UVHn1ECxt+1nLWtMMYAedr4zx2Ag+iZI=,0,1,0,,4,2016-08-17
11105,wlXkO02eQ+gZ2lAsxObd694P3+/3wpvri9cldJbExuQ=,0,12,23,female,7,2016-06-30
11106,qbgEascZhttPU12rGQHkJCL5YyCMc3QKa09iEdtyeu0=,0,1,0,,7,2017-01-22
11107,FQTnVbnQ1BkExoA3E3bIpooPBkilRREfU5IboYKuocY=,0,22,39,female,9,2008-12-26
11108,WGxVWQu8BBI5sArVB94NOh0FzQ8CK+RMJ2e80SjdinI=,1,1,0,,4,2015-12-23
11109,uVYVegK6ZzkvC2oJl75BBz1s1VEAynLNLpHr+1lfp+o=,0,15,29,female,3,2012-10-04
11110,K2arCfokNhTYWUqD9eMgJID6eA+Za8eKkGV4dohp0bA=,0,1,0,,7,2015-09-09
11111,Sea1MeVOp7FQAwl053AEIzdgj10C+qfP71MMk8BHqb4=,0,14,22,,7,2013-08-09
11112,qKu7MJWa+1LMhWl9Hgp3uL7GUd1kD5ip4Evq7iNEN3Y=,0,1,0,,7,2013-09-16
11113,njCNPbSae66qT50SU6GHH2YdofKfmw0ajT/dh/3m8KU=,0,22,38,female,9,2005-03-23
11114,53AAYYTC8MByL7ycnMIOTJsS9hrnd8CAY+bkIoBWy0Y=,0,5,26,male,9,2010-07-31
11115,HzuvCun88GvPnEVKsda6uHLxpuPv3Nmj87MOqnfYULw=,0,13,0,,9,2015-03-20
11116,KnmU33Ezl8BebN4iR4WEOFdd6of+5wr0IUaUNTicjmw=,0,1,0,,7,2016-01-04
11117,99qAqOFWf/BaXowJq9yoHt2rbjg+ceC89XXMVWwflo0=,0,1,0,,7,2015-10-13
11118,qwcrXa+FjnEoQ5HU29pXx2JpTSpTz3tq4xS5pYnsU2g=,0,1,0,,7,2011-12-17
11119,WPMbq9mVOqcCNnHAHcq3PyTc1S1f7C5r4TER69Aryf4=,0,1,0,,7,2015-08-10
11120,kOCzeMysx5JhnuJTfsV070pWVlj8O78Iw3pgSZ0M7r8=,0,1,0,,7,2017-01-19
11121,rrtcSEC+TVex2U35yrxdzbeY4Xq6OfLD8t4LkOh3d6M=,1,4,44,male,4,2016-07-30
11122,AOT5wwOPltwDkKEG+MRXMOsK14O7xqxpm+Het/qUEG8=,0,1,0,,7,2016-07-27
11123,zUq70obd3FA/XN9dO6Fv5SxRJk22Nwss5MMGfAYzjdQ=,0,1,0,,7,2014-11-16
11124,kMb3j6beCsoKqQXWP6BCE+8TDSalmSMBiw7RJxSdb6E=,0,4,34,male,9,2017-01-04
11125,9y47ZfCa5dfYHY1STcMlVWAMjNrU0kGw2TqvBv4dBh8=,0,15,33,male,3,2013-09-05
11126,MBf4JDlbCKHsIc4fBwNitlL6oqZcF5wmlnECIdtalms=,0,1,0,,7,2014-05-19
11127,H3b9JMxHvopPgxKF1trCkJ0BE90x8zq3mCLWfGQ9FXI=,0,1,39,male,7,2013-10-20
11128,cA+F12zmyu2nuR62zj+oqH8AkRzwSdPWCriALq9LdVE=,0,15,0,,9,2015-05-03
11129,EwA1x7kqstCYIeL/gi5KLEiga+EChn0ulfiufeWaaog=,0,9,30,male,4,2016-09-17
11130,hPmJpxEGpK3g2j31LJF3oc2Kjy5+HaWKJeS29q/RJxo=,0,1,0,,4,2016-01-12
11131,n6UrkKyzi1+19aHEgs++iMqekVUrvMuJ8H3VHUdU6Ac=,0,22,29,female,9,2004-10-24
11132,JdR56OatjZ+3RxSvKa0w8CRrR1ayvKMYSr7TyMdcOdo=,0,22,31,female,7,2011-03-25
11133,TLWPdbCSUVb1gyyEeK/bGfDF34tS81E5Ndc+JGekgUY=,1,13,0,,4,2015-10-27
11134,n+3aNNZzeiWo3gjLTwabkbfo2wYIauzUOMaiJz/gN6o=,0,1,0,,4,2016-02-29
11135,fRmmvFliUHurTLVJ4lRpwuER9C/r9GxxFWj4TYKXw/Q=,0,1,0,,4,2016-01-26
11136,GeYk2kTblGJJuEcpikgAMqpPl3CS2uZWdG+CE/mOjQk=,0,1,0,,7,2016-11-24
11137,R2kcasULktd3Ez/G9K2Pkp7/W87VvGzEyQniT9DiD3U=,0,4,31,male,9,2015-03-23
11138,ryyrYSkdOgYC5BL6GwmGDD9KwHM7QPtDDvjXBL3FE6s=,0,1,0,,7,2015-08-09
11139,Y5CqOlRlt80lG2BFd8CjSUMQLXgWdDY1M8skx6GLJsE=,0,8,30,male,9,2007-05-03
11140,ZyEp58a5BXEKOtK488AtJiV8AdC+Bdw4htdHvPOOgNc=,0,1,0,,7,2015-12-26
11141,H9joygD12oFOWmrebhTtWOqIeXYP+aVVrW5mnSg/SNA=,0,1,0,,7,2013-10-28
11142,d7u5HEtL00GDTpE6oQUfFhZ7DQJqD2X4TJ/1Gpjd8KM=,0,1,0,,7,2015-09-23
11143,UuFTI3BnSNyHiJSDXu/QOaiNQ1o5C2QCflFkerIFGfU=,0,1,21,female,3,2014-11-22
11144,0dfgGhkZU8dt6JXPOywHvkocgHkdjXqGBAtHDaRAkLc=,0,1,0,,7,2013-10-27
11145,liRLslDv1JW/YXx9L86wCDIWghaQZhVyBwDhk3as3+0=,0,1,0,,7,2016-09-13
11146,MLGqCUMAj0jeQi0IRxTN7rJmticFb8a0ZvfnIQrkV9s=,0,8,34,male,9,2008-03-31
11147,7lsBU5/Fz2fvpf8VumothscQt9gRRqsyMU81md/WWjk=,0,1,0,,7,2011-10-13
11148,LwLwmmL8an6ebXY/yqZiPO6Sf3j1UHlw9vCHEAzkbwY=,0,4,26,male,3,2015-02-03
11149,DNz8frYgJmOW9qNRHPeoixiPSvPqdnIIHhoD1GLnJlI=,0,1,0,,7,2015-12-09
11150,2s48gUB88OJtLazHJ0GgpxxUlEw/HqGWfndL8y+fkjU=,0,1,0,,7,2016-03-04
11151,y0xk56ZAMDlWSvJECF1D+esCW8eghIZ+l7RJ01UISRw=,0,1,0,,4,2016-10-13
11152,uLyLQQcKNPtAcN8TDaimJulyQQu55uHtyXMkSvK1CP0=,0,6,35,female,9,2007-06-19
11153,2FTfWOXhizzsGASoKZpKNATcKOQDMgT6TA8tYVilVco=,0,1,0,,7,2015-10-11
11154,7LS+crsyiKkLoGDJh4yeEzFsf+zAc7CIybNvWT9A3X0=,0,4,29,male,3,2012-09-10
11155,YBbtEjsIpyk2P/g53gse6w7Kc2K7jMx1OnTd+gGYbgs=,0,15,24,male,3,2012-06-16
11156,PDXuM+9xTLLwdwPHHnmTVwggfM8fm7DaHB+feg6ROxM=,0,4,26,male,3,2012-10-07
11157,Hv7zPT+V91mXcsoqtt9UlEVw7TBP0baiCY5b6sDQqpg=,0,13,48,female,9,2009-12-18
11158,5pT9fywow1EkvNnFfkFltlZdBq8RjizPiuxmsUPwIOM=,0,6,22,female,3,2015-10-12
11159,UPHo38g/oDmbKoYyPXUNXycjcw56vZcunv2oJ0aT854=,0,1,0,,7,2016-07-22
11160,zUxPfZ5FiUadKX0yyPe3vzA2/uY400Uv1TdrSztt6Sg=,0,15,27,male,9,2014-07-12
11161,VG/o/EdLKEJkHbAPMwNn1Jy791hL8x6tCUnSGUmfmC0=,0,1,0,,7,2013-05-28
11162,KIjLf1Gya0tRDokgpaAcQB4zHr5XR1xCzFOHpS8jL4A=,0,1,0,,7,2013-06-17
11163,mRyibnkWH1uWTolE0YJ3yQRDfkagOHII/DzD3V8l63Y=,0,1,0,,7,2016-07-25
11164,Mj1/v1ViaGkNp06y+0WWOJsrZ6N4mZtn2GdO8cmImwA=,0,4,30,female,9,2008-06-13
11165,DyJ7HiNV/AhJqrLixLGzHvZpVt24bkfRnrr224b31rs=,0,1,0,,7,2016-10-16
11166,4Zu3GQnzCsQFEsvinfbJeZA2QLcxieJQnha5m8cS0FQ=,1,1,0,,7,2016-12-27
11167,eNSqiMXtUH/7D0cAWbEqbTgoytp9I3y3gCOX7IFO42Q=,0,1,0,,7,2010-12-13
11168,SIwri/ur/MJeRg8rVdhbBkEG0kkfPdp42FYkg+nEFpg=,0,1,0,,7,2016-10-01
11169,Xnzg9ObtqT68hAGHAL3UWa+OVbSvUjBf41lZgJOuVhQ=,0,13,48,female,9,2007-01-30
